weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,precip_composite,precip_composite_lag1,reanalysis_air_temp_k_lag1,reanalysis_relative_humidity_percent_lag1,precip_composite_lag2,reanalysis_air_temp_k_lag2,reanalysis_relative_humidity_percent_lag2,precip_composite_lag3,reanalysis_air_temp_k_lag3,reanalysis_relative_humidity_percent_lag3,precip_composite_lag4,reanalysis_air_temp_k_lag4,reanalysis_relative_humidity_percent_lag4,precip_temp_interaction,weekofyear_sin,weekofyear_cos,week_temp_interaction,week_humidity_interaction,ndvi_ce_log,temp_binned_low,temp_binned_optimal,temp_binned_high,humidity_precip_interaction,temp_binned_low,temp_binned_optimal,temp_binned_high,temp_binned_low,temp_binned_optimal,temp_binned_high
26.0,0.6094385679414157,0.5,0.8127721335268496,0.5128205128205129,1.1420299314869569,25.41,18.9,-0.4307692307692501,295.18,43.19,1.3757094211123724,25.41,8.93,0.4248109505121085,10.78,0.5374499714122354,0.4027777777777776,3.0,0,22.155,3.965,0.009248554913303975,0.0,6.0,-0.4722222222222125,0.0,18.99,-0.5509259259259321,0.0,4.765,-0.26388888888887624,0.0,6187.91922,-7.236551923544865e-16,-2.25,-1.2797625274913536e-16,-92.42,-0.7702061406989017,1,0,0,2047.5651,1,0,0,1,0,0
27.0,0.6582587469487388,0.7884615384615385,0.667634252539912,0.4871794871794871,1.1893322775326025,60.61,9.16,-0.4410256410256507,295.36,46.0,1.5073779795686728,60.61,10.31,0.5205322102038861,11.57,0.7089765580331616,0.4166666666666667,55.6,0,34.885,22.155,-0.8832369942196446,1.3796243597040405,3.965,0.009259259259268356,0.0,6.0,-0.4722222222222125,0.0,18.99,-0.5509259259259321,0.0,7295.61485,-0.2712075305744763,-2.2335949667206214,-0.0475032704671147,-92.89769643809588,-0.40648565446697954,1,0,0,3264.5382999999997,1,0,0,1,0,0
28.0,0.5931651749389747,0.576923076923077,0.4063860667634248,0.2051282051282051,1.1677679727176757,55.52,34.45,-0.9743589743589979,295.62,64.77,1.7650397275822916,55.52,7.39,0.501387958265531,11.47,0.5946255002858775,0.4027777777777776,38.1,0,44.985,34.885,-0.9341040462427727,1.5116676152532729,22.155,-0.8842592592592421,1.392303273980471,3.965,0.009259259259268356,0.0,6.0,-0.4722222222222125,0.0,12085.33982,-0.5384602446470041,-2.184619089208617,-0.0469291069426331,-93.06477320028708,-0.5704708922638296,1,0,0,4311.81225,1,0,0,1,0,0
29.0,0.6745321399511798,0.5384615384615385,0.5515239477503622,0.3846153846153846,1.1937378881937164,5.6,8.38,-1.502564102564115,292.8,23.96,0.7866061293984115,5.6,9.11,0.3042021633004689,10.53,0.4230989136649513,0.0,30.0,0,6.99,44.985,-1.031213872832368,1.770062606715991,34.885,-0.9351851851851741,1.5255600229753021,22.155,-0.8842592592592421,1.4060324825986077,3.965,0.009259259259268356,0.0,2231.1975070000003,-0.7978609958457052,-2.1037865460421834,-0.0,-81.56146684944873,-0.37334927854726374,1,0,0,609.7377,1,0,0,1,0,0
30.0,0.8372660699755898,0.8653846153846154,0.5515239477503622,0.7948717948717948,1.1561742604515861,62.76,38.49,-0.846153846153869,293.96,31.8,0.8921679909194111,62.76,9.5,0.46309945438882,11.48,0.6289308176100624,0.1805555555555556,4.0,0,50.625,6.99,-1.3736416184970917,0.7888446215139444,44.985,-1.0324074074073954,1.786329695577253,34.885,-0.9351851851851741,1.5406032482598613,22.155,-0.8842592592592421,1.4204512159390588,13567.89753,-1.045627137098478,-1.9922760577197227,-0.11325000670462,-78.061803221587,-0.6598911714020543,1,0,0,4463.099999999999,1,0,0,1,0,0
31.0,0.6419853539462977,0.6153846153846154,0.4934687953555872,0.5384615384615385,1.2129834505554251,16.24,-6.503499999999998,-0.512820512820516,291.73,1.0,0.0,16.24,13.77,0.2218818799655402,10.94,0.4802744425385933,0.0,11.5,0,4.86825,50.625,-1.026589595375725,0.8947068867387602,6.99,-1.3752314814814497,0.7960941987363589,44.985,-1.0324074074073954,1.8039443155452417,34.885,-0.9351851851851741,1.5564019923820718,94.96706450000012,-1.2781456801451,-1.8517136982607272,-0.208732024976896,-61.50158429823296,-0.23001525785748672,1,0,0,363.8043225,1,0,0,1,0,0
32.0,0.8047192839707078,0.8846153846153846,0.9288824383163996,0.8717948717948718,1.16962296668025,89.37,18.27,-0.15897435897436152,293.82,26.68,0.3382519863791155,89.37,11.47,0.5435053125299129,11.65,0.7089765580331616,0.2916666666666664,72.9,0,53.82,4.86825,-0.6751445086705242,0.0,50.625,-1.02777777777777,0.9029293509477324,6.99,-1.3752314814814497,0.803944315545244,44.985,-1.0324074074073954,1.8224435980076192,11773.872,-1.4920259810417886,-1.6841491833849778,-0.3307722731253508,-62.33597510768932,-0.5562460825880217,1,0,0,4482.1296,1,0,0,1,0,0
33.0,0.9186330349877948,1.0,0.8127721335268496,0.8461538461538461,1.1795935592290872,42.08,10.33,0.025641025641002166,293.99,16.9,0.24858115777525508,42.08,13.7,0.4592706040011483,10.32,0.5946255002858775,0.3749999999999999,50.1,0,26.205,53.82,-0.6150289017340922,0.33921457029026825,4.86825,-0.6759259259259234,0.0,50.625,-1.02777777777777,0.911832946635732,6.99,-1.3752314814814497,0.8121886903017891,5909.443649999999,-1.6841491833849775,-1.492025981041789,-0.4246667357543793,-54.70098807828319,-0.48017216908479365,1,0,0,2161.6504499999996,1,0,0,1,0,0
34.0,0.967453213995118,0.8653846153846154,1.0,0.641025641025641,1.2120559535741382,49.22,-4.12,0.14358974358973023,292.9,5.59,0.0,49.22,13.77,0.5205322102038861,13.261500000000003,0.7089765580331616,0.1666666666666665,89.2,0,22.55,26.205,-0.47167630057802956,0.24928856004553174,53.82,-0.6157407407407228,0.3423319931074104,4.86825,-0.6759259259259234,0.0,50.625,-1.02777777777777,0.9211837093466186,3543.6876799999995,-1.851713698260727,-1.2781456801451008,-0.5029563464100237,-42.45715917068659,-0.236870597163544,1,0,0,1685.387,1,0,0,1,0,0
35.0,0.8372660699755898,0.8653846153846154,0.725689404934687,0.6923076923076923,1.2479964615990158,53.65,44.29,0.8410256410256389,293.47,16.07,0.0,53.65,12.46,0.5626495644682686,12.27,0.7089765580331616,0.3055555555555554,78.0,0,48.97,22.55,-0.18959537572252996,0.0,26.205,-0.4722222222222125,0.2515795519816194,53.82,-0.6157407407407228,0.34570765661252983,4.86825,-0.6759259259259234,0.0,14092.66356,-1.9922760577197214,-1.0456271370984804,-0.7704015301732903,-34.45922320704548,0.02501160353523038,1,0,0,3631.1255,1,0,0,1,0,0
